iteration,track_id,track_index,final_score,bridge_score,mean_dist,knn_dist,component_id
1,900000150,131,1.8883793579848624,0.0,4.200715796797415,2.2582719982477224,7
1,900000025,17,1.8168260273092522,0.0,3.744091724800208,2.1932122753217076,2
1,900000164,142,1.6235705521263188,0.0,3.5040860591502074,2.017495120709607,8
1,900000101,82,1.0882971253266187,0.0,2.8418095358929722,1.5307988270719814,4
1,900000040,29,0.9796065011956562,0.0,2.753219237242291,1.4319720942861323,3
1,900000122,103,0.970754769870721,0.0,3.0013539712698276,1.4239236752680626,6
1,900000121,102,0.9493416096506958,0.0,3.007748427206886,1.4044538021296475,5
1,900000185,163,0.8075265607274911,0.0,2.960387048298572,1.2755087522966582,9
2,900000076,55,2.4695475261980047,0.0,2.6533433175805317,1.3959657181024716,1
2,900000145,121,2.099320486720435,0.0,2.5879544054573307,1.2676357524853672,0
2,900000208,160,2.0525493422885885,0.0,2.752201260843317,1.2514237022653694,0
2,900000084,63,2.0125671371256253,0.0,2.4451529379264327,1.2375648684505853,1
2,900000232,182,1.7739088104946608,0.0,2.5777953654662484,1.1548399143413302,0
2,900000123,99,1.7148564787996472,0.0,2.2838303853347024,1.13437089698721,1
2,900000102,80,1.5937613153954575,0.0,2.811604838009089,1.0923962800656957,0
2,900000209,161,1.5299212987250361,0.0,2.385922898769131,1.0702677311734505,1
3,900000067,46,1.8118960263756365,0.0,2.782478513119209,1.1085226858107509,0
3,900000254,195,1.7843250735216853,0.0,2.544921068277269,1.0998303396604376,0
3,900000153,123,1.7798719546927702,0.0,2.4132627101225395,1.098426396513661,0
3,900000118,93,1.5988853209947689,0.0,2.7543130036248575,1.041366400182866,1
3,900000046,32,1.5938770994340143,0.0,2.3181200447324026,1.0397874487540146,1
3,900000077,55,1.4546343382517353,0.0,2.7084915508210847,0.9958881216058666,1
3,900000165,131,1.4427730512683319,0.0,2.431806775632386,0.9921485913548049,1
3,900000180,146,1.378473243867002,0.0,2.3381843599533014,0.9718766701668966,0
4,900000078,53,0.8733226081353599,0.0,2.4854775288948914,1.0603593895739536,1
4,900000119,90,0.7709041849383492,0.0,2.5824012085637094,0.9990002206666033,1
4,900000171,131,0.7698093633741026,0.0,2.466233977603547,0.9983443099506689,1
4,900000163,125,0.7655449748688219,0.0,2.4967700932012455,0.9957895026570753,1
4,900000244,178,0.7283237765586715,0.0,2.647086574343978,0.9734901767862475,0
4,900000069,46,0.7186887860824296,0.0,2.324688472037276,0.9677178265625458,1
4,900000073,50,0.7183073266399904,0.0,2.2019566952480396,0.9674892931246222,1
4,900000081,56,0.7176783635266669,0.0,2.4463621553687847,0.9671124795328656,1
5,900000216,147,0.8068445496257602,0.0,2.493620746743051,0.9963763716702442,1
5,900000094,64,0.8067736748793157,0.0,2.388110425479902,0.9963358224066573,1
5,900000137,100,0.7400745616457318,0.0,2.4945017415518804,0.9581755458738678,1
5,900000140,103,0.7321930133917446,0.0,2.4921072875185724,0.9536663095992356,1
5,900000134,97,0.7161395120814307,0.0,2.379843601618026,0.9444816890005223,1
5,900000001,0,0.7005170355766258,0.0,2.48387297839651,0.9355436687683405,0
5,900000023,15,0.6998346759453641,0.0,2.4976665635993984,0.9351532732898793,1
5,900000091,61,0.6980797964507687,0.0,2.2629473016859407,0.9341492616389153,1
6,900000217,140,0.7545520363567926,0.0,2.6860651701548517,0.945725008698478,0
6,900000043,27,0.7542257573006375,0.0,2.6298075210716743,0.9455464394575137,0
6,900000039,25,0.7329449807121804,0.0,2.2069560204300354,0.9338996847828143,0
6,900000184,129,0.7250140588512831,0.0,2.245513931967969,0.9295591711331299,1
6,900000085,53,0.7130588926036603,0.0,2.5630904631489764,0.9230162290650836,0
6,900000253,171,0.7094909531866586,0.0,2.7010539444994923,0.9210635317604867,1
6,900000095,61,0.6856100749693943,0.0,2.5190299448183073,0.907993767654053,0
6,900000264,180,0.682060454864469,0.0,2.818833212357508,0.9060510963244329,1
