track_id,label
900000003,1
900000007,1
900000008,1
900000010,2
900000011,6
900000012,0
900000013,1
900000016,0
900000017,2
900000018,1
900000019,3
900000020,0
900000021,3
900000022,0
900000024,0
900000026,4
900000027,4
900000028,4
900000029,0
900000030,0
900000031,0
900000032,0
900000033,0
900000034,0
900000037,0
900000042,1
900000044,0
900000045,0
900000047,0
900000048,3
900000049,3
900000050,3
900000051,3
900000052,3
900000053,0
900000054,3
900000056,0
900000063,0
900000064,0
900000065,0
900000066,0
900000068,0
900000070,0
900000071,0
900000072,6
900000074,0
900000075,0
900000079,0
900000080,0
900000082,0
900000083,0
900000086,0
900000087,0
900000088,0
900000089,0
900000090,4
900000092,0
900000093,0
900000096,0
900000097,0
900000098,4
900000099,0
900000100,3
900000103,5
900000104,0
900000105,5
900000106,3
900000107,5
900000108,3
900000109,0
900000110,0
900000111,5
900000112,3
900000113,3
900000114,3
900000115,0
900000116,4
900000117,0
900000120,6
900000124,3
900000125,5
900000126,3
900000127,5
900000128,3
900000129,3
900000130,3
900000131,3
900000132,5
900000133,6
900000135,6
900000136,6
900000138,0
900000139,0
900000141,4
900000142,0
900000143,4
900000144,0
900000146,0
900000147,0
900000148,5
900000149,0
900000151,0
900000152,0
900000154,5
900000155,3
900000159,2
900000160,4
900000161,0
900000162,0
900000166,4
900000167,4
900000168,0
900000169,0
900000170,0
900000172,4
900000173,3
900000174,5
900000175,5
900000176,3
900000177,5
900000178,3
900000179,0
900000181,3
900000182,0
900000183,3
900000186,5
900000187,3
900000188,0
900000207,0
900000210,5
900000211,3
900000212,5
900000213,3
900000214,5
900000215,3
900000218,4
900000219,4
900000220,4
900000221,0
900000222,3
900000223,0
900000224,3
900000225,5
900000226,5
900000227,3
900000228,5
900000229,3
900000233,0
900000234,0
900000235,1
900000236,0
900000237,0
900000238,1
900000240,0
900000241,0
900000242,0
900000243,0
900000245,0
900000246,3
900000247,0
900000248,0
900000249,2
900000250,0
900000251,2
900000252,7
900000255,0
900000256,0
900000257,1
900000258,0
900000259,1
900000260,1
900000261,2
900000262,1
900000265,0
900000266,1
900000267,1
900000268,1
900000271,0
900000272,0
900000273,1
900000274,1
900000280,7
900000281,0
900000282,0
900000283,2
900000284,0
900000285,2
900000286,3
900000287,0
900000288,7
