track_id,label
900000001,0
900000006,0
900000007,1
900000008,0
900000009,2
900000010,3
900000012,4
900000014,2
900000015,3
900000016,3
900000019,5
900000022,4
900000024,6
900000027,2
900000028,7
900000029,8
900000030,8
900000031,7
900000032,0
900000033,2
900000034,2
900000035,4
900000037,4
900000038,3
900000039,8
900000040,8
900000044,1
900000045,0
900000046,6
900000047,4
900000049,4
900000054,0
900000055,8
900000056,7
900000058,0
900000063,0
900000064,7
900000065,8
900000068,0
900000070,4
900000071,0
900000072,2
900000073,3
900000075,4
900000076,1
900000078,0
900000080,3
900000081,2
900000083,2
900000086,2
900000087,3
900000088,0
900000089,2
900000091,2
900000097,0
900000099,5
900000100,6
900000101,2
900000102,0
900000103,2
900000104,4
900000106,4
900000107,4
900000108,0
900000109,4
900000114,4
900000116,4
900000118,0
900000119,0
900000120,0
900000123,2
900000124,0
900000127,0
