segment_id,mmsi,start_time,end_time,points,duration_min,span_km,mean_sog,max_sog,start_lat,start_lon,end_lat,end_lon,start_gate,end_gate,route_signature,kept,reason,final_kept
352514000_seg00012,352514000,2021-02-05 06:25:23,2021-02-05 09:12:23,147,167.0,64.77421191054718,12.53673469387755,13.2,34.39986,-122.46042,34.91659,-122.78738,east,north,east->north,1,quality_ok,1
352514000_seg00013,352514000,2021-03-11 22:05:02,2021-03-11 22:05:02,1,0.0,0.0,9.4,9.4,34.38698,-122.51948,34.38698,-122.51948,east,east,east->east,0,points<80,0
352514000_seg00014,352514000,2021-03-20 18:38:22,2021-03-20 21:50:02,60,191.66666666666666,79.6341188059964,13.415,13.8,34.91623,-122.93257,34.27219,-122.55207,north,corner_east_south,north->corner_east_south,0,points<80,0
373054000_seg00015,373054000,2021-01-05 00:12:33,2021-01-05 03:12:33,150,180.0,61.297769355371,11.057333333333332,12.1,34.27253,-123.14696,34.75701,-123.46615,south,west,south->west,1,rare_route_filtered,0
338121000_seg00016,338121000,2021-01-05 06:31:34,2021-01-05 09:17:18,156,165.73333333333332,77.50260355526382,15.19807692307692,15.6,34.46326,-123.46359,34.91763,-122.82078,west,north,west->north,1,rare_route_filtered,0
477607700_seg00017,477607700,2021-01-09 06:45:46,2021-01-09 12:34:36,308,348.8333333333333,92.29707931739514,8.538311688311689,9.0,34.4106,-123.4672,34.41242,-122.46108,west,east,west->east,1,quality_ok,1
477607700_seg00018,477607700,2021-02-20 14:19:48,2021-02-20 14:51:48,6,32.0,11.899655697778316,12.049999999999999,12.2,34.69557,-123.4648,34.67737,-123.33655,west,west,west->west,0,points<80,0
477607700_seg00019,477607700,2021-02-20 15:35:17,2021-02-20 18:44:17,80,189.0,66.20363235576532,11.303749999999999,11.7,34.65317,-123.16792,34.52027,-122.46297,interior,east,interior->east,1,rare_route_filtered,0
477607700_seg00020,477607700,2021-02-25 18:48:22,2021-02-25 21:59:05,176,190.71666666666667,92.35802992289675,15.69715909090909,16.2,34.44043,-122.45965,34.50158,-123.46442,east,west,east->west,1,quality_ok,1
212348000_seg00021,212348000,2021-01-11 10:20:38,2021-01-11 11:03:28,38,42.833333333333336,16.864923127265946,12.700000000000003,13.1,34.7111,-122.4618,34.65432,-122.63283,east,interior,east->interior,0,points<80,0
212348000_seg00022,212348000,2021-01-11 11:59:58,2021-01-11 14:06:48,111,126.83333333333333,50.03881004148465,12.785585585585588,13.4,34.58853,-122.86338,34.44887,-123.38258,interior,west,interior->west,1,rare_route_filtered,0
212348000_seg00023,212348000,2021-01-11 22:27:48,2021-01-11 22:27:48,1,0.0,0.0,12.7,12.7,34.65385,-122.6342,34.65385,-122.6342,interior,interior,interior->interior,0,points<80,0
368926268_seg00024,368926268,2021-01-11 13:22:04,2021-01-11 14:06:05,40,44.016666666666666,15.757332065957556,11.52,12.3,34.32741,-122.46182,34.42724,-122.58368,corner_east_south,east,corner_east_south->east,0,points<80,0
368926268_seg00025,368926268,2021-01-11 15:32:44,2021-01-11 17:33:44,106,121.0,44.48827638007603,11.833018867924528,13.5,34.63193,-122.83356,34.91477,-123.17806,interior,north,interior->north,1,rare_route_filtered,0
248895000_seg00026,248895000,2021-01-12 05:40:04,2021-01-12 07:55:44,121,135.66666666666666,55.32035899493289,13.16198347107438,13.6,34.91711,-122.67913,34.45335,-122.46009,north,east,north->east,1,quality_ok,1
232027404_seg00027,232027404,2021-01-13 19:00:02,2021-01-13 20:15:09,69,75.11666666666666,31.336805684325267,13.615942028985506,14.3,34.91743,-122.64978,34.68172,-122.46166,north,east,north->east,0,points<80,0
215183000_seg00028,215183000,2021-01-14 04:48:29,2021-01-14 07:26:16,144,157.78333333333333,84.25965024830873,17.342361111111114,17.8,34.27095,-123.37533,34.33167,-122.46098,corner_south_west,corner_east_south,corner_south_west->corner_east_south,1,rare_route_filtered,0
215183000_seg00029,215183000,2021-03-26 15:14:12,2021-03-26 16:15:30,57,61.3,35.072822819302566,18.589473684210525,19.1,34.83258,-122.4637,34.91777,-122.83388,corner_east_north,north,corner_east_north->north,0,points<80,0
353989000_seg00030,353989000,2021-01-14 10:12:05,2021-01-14 13:50:42,195,218.61666666666667,92.13871772212335,13.665128205128203,14.3,34.36636,-123.46519,34.37846,-122.46137,corner_south_west,east,corner_south_west->east,1,rare_route_filtered,0
477194600_seg00031,477194600,2021-01-15 21:32:54,2021-01-16 00:02:11,133,149.28333333333333,42.126044230583126,11.269172932330827,20.3,34.46536,-123.46758,34.49054,-123.00902,west,interior,west->interior,1,rare_route_filtered,0
477194600_seg00032,477194600,2021-01-16 01:00:00,2021-01-16 01:39:54,37,39.9,23.766825400439764,19.302702702702703,19.8,34.47624,-122.72134,34.4712,-122.46214,interior,east,interior->east,0,points<80,0
477194600_seg00033,477194600,2021-01-16 23:58:39,2021-01-16 23:58:39,1,0.0,0.0,3.3,3.3,34.49087,-123.00942,34.49087,-123.00942,interior,interior,interior->interior,0,points<80,0
477194600_seg00034,477194600,2021-03-09 08:40:49,2021-03-09 09:09:09,6,28.333333333333332,10.619638357563026,12.15,12.4,34.33631,-123.4556,34.34449,-123.34036,corner_south_west,corner_south_west,corner_south_west->corner_south_west,0,points<80,0
477194600_seg00035,477194600,2021-03-09 11:08:38,2021-03-09 12:36:20,10,87.7,33.39603922564614,12.42,12.7,34.37662,-122.84926,34.39475,-122.48599,interior,east,interior->east,0,points<80,0
477194600_seg00036,477194600,2021-03-16 09:52:07,2021-03-16 13:42:50,71,230.71666666666667,91.82067064928948,13.01549295774648,13.8,34.45486,-122.46448,34.45989,-123.46594,east,west,east->west,0,points<80,0
441981000_seg00037,441981000,2021-01-16 01:48:31,2021-01-16 03:50:43,111,122.2,71.81757170000049,18.976576576576573,19.3,34.27167,-123.25714,34.91498,-123.32694,south,corner_north_west,south->corner_north_west,1,rare_route_filtered,0
215159000_seg00038,215159000,2021-01-16 22:36:12,2021-01-17 01:04:13,143,148.01666666666668,84.60759230064471,18.553146853146856,19.3,34.7455,-122.46233,34.91788,-123.36521,east,corner_north_west,east->corner_north_west,1,rare_route_filtered,0
215159000_seg00039,215159000,2021-02-15 18:55:45,2021-02-15 21:17:36,123,141.85,92.05147567231505,21.06341463414634,21.5,34.43544,-123.46338,34.43266,-122.45967,west,east,west->east,1,quality_ok,1
215159000_seg00040,215159000,2021-03-03 08:43:33,2021-03-03 10:31:34,83,108.01666666666667,43.394270889466156,13.053012048192766,13.3,34.81252,-122.4615,34.91764,-122.91955,east,north,east->north,1,quality_ok,1
371218000_seg00041,371218000,2021-01-18 05:45:47,2021-01-18 08:26:10,149,160.38333333333333,73.147816708632,14.702684563758387,15.4,34.27136,-123.38912,34.91608,-123.23035,corner_south_west,north,corner_south_west->north,1,rare_route_filtered,0
248052000_seg00042,248052000,2021-01-19 18:28:09,2021-01-19 21:59:17,187,211.13333333333333,92.07546818101066,14.173262032085564,15.0,34.86133,-123.446,34.6895,-122.45983,corner_north_west,east,corner_north_west->east,1,rare_route_filtered,0
248052000_seg00043,248052000,2021-02-09 19:26:13,2021-02-09 22:24:00,166,177.78333333333333,84.8408654661828,15.497590361445782,15.8,34.73017,-122.4615,34.9175,-123.3625,east,corner_north_west,east->corner_north_west,1,rare_route_filtered,0
215354000_seg00044,215354000,2021-01-21 17:08:48,2021-01-21 20:41:42,196,212.9,94.2379459848427,14.308673469387756,14.8,34.88398,-123.46552,34.69562,-122.45936,corner_north_west,east,corner_north_west->east,1,rare_route_filtered,0
232024771_seg00045,232024771,2021-01-21 19:35:23,2021-01-21 19:52:46,17,17.383333333333333,9.461391447086676,17.664705882352944,17.8,34.91762,-122.55867,34.88658,-122.46207,corner_east_north,corner_east_north,corner_east_north->corner_east_north,0,points<80,0
374113000_seg00046,374113000,2021-01-22 18:23:15,2021-01-22 18:25:04,2,1.8166666666666667,0.6484495974139703,11.55,11.6,34.91748,-122.46603,34.91217,-122.46309,corner_east_north,corner_east_north,corner_east_north->corner_east_north,0,points<80,0
219310000_seg00047,219310000,2021-01-23 10:34:31,2021-01-23 10:34:31,1,0.0,0.0,11.7,11.7,34.84773,-122.50319,34.84773,-122.50319,corner_east_north,corner_east_north,corner_east_north->corner_east_north,0,points<80,0
215189000_seg00048,215189000,2021-01-25 18:23:48,2021-01-25 18:59:01,6,35.21666666666667,12.791015809326941,11.783333333333333,12.1,34.44942,-122.60007,34.44653,-122.46062,east,east,east->east,0,points<80,0
215189000_seg00049,215189000,2021-03-22 11:31:12,2021-03-22 11:51:33,20,20.35,12.465300974183366,19.880000000000003,20.3,34.91644,-122.59234,34.87717,-122.46432,corner_east_north,corner_east_north,corner_east_north->corner_east_north,0,points<80,0
248013000_seg00050,248013000,2021-01-25 22:18:23,2021-01-25 22:34:57,3,16.566666666666666,9.700349268714838,19.03333333333333,19.4,34.40404,-122.56713,34.40345,-122.4614,east,east,east->east,0,points<80,0
248013000_seg00051,248013000,2021-02-15 05:19:47,2021-02-15 06:03:47,25,44.0,28.284030929151882,20.908,21.2,34.81696,-122.46387,34.89907,-122.75726,east,north,east->north,0,points<80,0
248013000_seg00052,248013000,2021-03-20 02:03:06,2021-03-20 05:16:42,186,193.6,91.8926132586391,15.364516129032259,15.8,34.43737,-123.46447,34.43872,-122.46244,west,east,west->east,1,quality_ok,1
563090300_seg00053,563090300,2021-01-26 18:20:36,2021-01-26 18:20:36,1,0.0,0.0,18.5,18.5,34.91333,-122.95316,34.91333,-122.95316,north,north,north->north,0,points<80,0
563090300_seg00054,563090300,2021-01-26 19:05:36,2021-01-26 19:44:48,6,39.2,18.430370425277413,14.816666666666665,17.9,34.84426,-122.68571,34.79504,-122.49292,north,east,north->east,0,points<80,0
215164000_seg00055,215164000,2021-01-28 01:21:42,2021-01-28 01:22:48,2,1.1,0.17400220840435332,5.0,5.2,34.84767,-123.07807,34.84703,-123.07633,north,north,north->north,0,points<80,0
215164000_seg00056,215164000,2021-01-28 03:31:48,2021-01-28 03:31:48,1,0.0,0.0,15.6,15.6,34.72305,-122.47374,34.72305,-122.47374,east,east,east->east,0,points<80,0
431851000_seg00057,431851000,2021-01-28 07:19:41,2021-01-28 07:19:41,1,0.0,0.0,11.9,11.9,34.40677,-122.53056,34.40677,-122.53056,east,east,east->east,0,points<80,0
538008116_seg00058,538008116,2021-01-28 19:18:35,2021-01-28 19:49:40,6,31.083333333333332,11.895135770118511,12.35,12.6,34.62771,-122.598,34.61484,-122.46895,east,east,east->east,0,points<80,0
636018541_seg00059,636018541,2021-02-02 02:31:08,2021-02-02 05:22:44,149,171.6,91.81120577831837,17.36577181208054,17.9,34.46133,-122.46071,34.46803,-123.46214,east,west,east->west,1,quality_ok,1
477219900_seg00060,477219900,2021-02-02 10:33:23,2021-02-02 10:44:23,8,11.0,3.454705756997177,10.175,10.3,34.91724,-122.49561,34.90632,-122.46014,corner_east_north,corner_east_north,corner_east_north->corner_east_north,0,points<80,0
477219900_seg00061,477219900,2021-03-25 13:51:59,2021-03-25 14:59:40,18,67.68333333333334,30.101209536699244,14.438888888888888,14.7,34.89913,-122.77636,34.8157,-122.46252,north,east,north->east,0,points<80,0
353931000_seg00062,353931000,2021-02-02 22:13:07,2021-02-03 03:01:18,200,288.18333333333334,91.79063303276543,10.271500000000001,10.8,34.47853,-122.46238,34.49576,-123.46367,east,west,east->west,1,quality_ok,1
338679000_seg00063,338679000,2021-02-03 11:11:47,2021-02-03 12:01:07,43,49.333333333333336,14.919951694733388,9.77674418604651,10.0,34.91727,-122.61577,34.87392,-122.46095,north,corner_east_north,north->corner_east_north,0,points<80,0
538007622_seg00064,538007622,2021-02-05 03:11:26,2021-02-05 03:28:00,17,16.566666666666666,10.199235828440397,20.00588235294118,20.2,34.61833,-123.465,34.6075,-123.35433,west,west,west->west,0,points<80,0
538007622_seg00065,538007622,2021-02-05 04:00:00,2021-02-05 04:15:32,16,15.533333333333333,9.447315715427049,19.75625,20.0,34.58667,-123.1435,34.57683,-123.041,interior,interior,interior->interior,0,points<80,0
538007622_seg00066,538007622,2021-02-05 05:00:00,2021-02-05 05:09:22,10,9.366666666666667,5.629706377614196,19.53,19.6,34.555,-122.74817,34.55167,-122.68683,interior,interior,interior->interior,0,points<80,0
538007622_seg00067,538007622,2021-02-05 09:05:26,2021-02-05 09:05:26,1,0.0,0.0,20.0,20.0,34.60717,-123.3515,34.60717,-123.3515,west,west,west->west,0,points<80,0
538007622_seg00068,538007622,2021-02-05 09:52:38,2021-02-05 09:52:38,1,0.0,0.0,19.7,19.7,34.57683,-123.04033,34.57683,-123.04033,interior,interior,interior->interior,0,points<80,0
538007622_seg00069,538007622,2021-02-05 10:17:30,2021-02-05 10:17:30,1,0.0,0.0,19.6,19.6,34.56233,-122.877,34.56233,-122.877,interior,interior,interior->interior,0,points<80,0
538007622_seg00070,538007622,2021-02-05 10:46:27,2021-02-05 11:04:26,6,17.983333333333334,10.843744072738556,19.583333333333332,19.7,34.5515,-122.68617,34.5435,-122.56817,interior,east,interior->east,0,points<80,0
538007622_seg00071,538007622,2021-02-18 04:33:06,2021-02-18 06:36:27,115,123.35,75.80486559557964,19.9495652173913,20.3,34.32611,-122.46099,34.27083,-123.2835,corner_east_south,south,corner_east_south->south,1,rare_route_filtered,0
538007622_seg00072,538007622,2021-03-19 06:00:11,2021-03-19 06:18:03,13,17.866666666666667,11.129605048681595,20.184615384615384,20.3,34.9135,-122.58433,34.87987,-122.46939,corner_east_north,corner_east_north,corner_east_north->corner_east_north,0,points<80,0
538007622_seg00073,538007622,2021-03-27 00:39:00,2021-03-27 00:39:00,1,0.0,0.0,17.7,17.7,34.68365,-123.30576,34.68365,-123.30576,interior,interior,interior->interior,0,points<80,0
538007622_seg00074,538007622,2021-03-27 17:00:00,2021-03-27 18:12:04,57,72.06666666666666,39.10076814209288,17.58421052631579,17.9,34.60978,-122.60098,34.65478,-123.02483,east,interior,east->interior,0,points<80,0
538007622_seg00075,538007622,2021-03-27 19:00:00,2021-03-27 19:27:08,24,27.133333333333333,14.687093810153407,17.566666666666666,17.8,34.68365,-123.30576,34.70233,-123.46479,interior,west,interior->west,0,points<80,0
538007622_seg00076,538007622,2021-03-27 23:31:10,2021-03-27 23:51:50,3,20.666666666666668,11.15218624390513,17.46666666666667,17.6,34.64238,-122.90843,34.65517,-123.02935,interior,interior,interior->interior,0,points<80,0
538007630_seg00077,538007630,2021-02-05 04:53:50,2021-02-05 04:53:50,1,0.0,0.0,19.7,19.7,34.55722,-122.78893,34.55722,-122.78893,interior,interior,interior->interior,0,points<80,0
215154000_seg00078,215154000,2021-02-06 13:03:21,2021-02-06 14:27:01,76,83.66666666666667,38.36182406579853,14.87236842105263,15.2,34.91668,-122.86745,34.81848,-122.46436,north,east,north->east,0,points<80,0
356242000_seg00079,356242000,2021-02-08 13:56:03,2021-02-08 17:48:03,208,232.0,91.98295447212679,12.892307692307693,13.4,34.39074,-123.46337,34.39339,-122.46091,west,east,west->east,1,quality_ok,1
356242000_seg00080,356242000,2021-02-17 07:34:23,2021-02-17 12:06:23,223,272.0,91.90540111662995,10.978026905829594,11.6,34.42965,-122.46261,34.3941,-123.46354,east,west,east->west,1,quality_ok,1
477166600_seg00081,477166600,2021-02-09 16:44:22,2021-02-09 18:59:04,125,134.7,72.72329452323633,17.4776,17.7,34.91769,-123.23295,34.75399,-122.4615,north,east,north->east,1,quality_ok,1
477166600_seg00082,477166600,2021-02-16 15:01:09,2021-02-16 17:48:45,154,167.6,91.71494200034992,17.740909090909092,18.5,34.49799,-122.46033,34.4952,-123.46112,east,west,east->west,1,quality_ok,1
636017104_seg00083,636017104,2021-02-10 21:23:02,2021-02-11 00:00:03,146,157.01666666666668,92.47574016236328,19.051369863013697,19.4,34.7158,-123.4663,34.60137,-122.46485,west,east,west->east,1,quality_ok,1
636017104_seg00084,636017104,2021-02-24 07:14:07,2021-02-24 09:52:08,146,158.01666666666668,91.96983573801377,18.847945205479455,19.6,34.42089,-122.46177,34.37885,-123.46289,east,west,east->west,1,quality_ok,1
373835000_seg00085,373835000,2021-02-12 00:19:08,2021-02-12 01:11:13,45,52.083333333333336,22.164063862890497,13.793333333333335,13.9,34.91565,-122.61411,34.76024,-122.46204,north,east,north->east,0,points<80,0
311000724_seg00086,311000724,2021-02-12 17:16:04,2021-02-12 20:21:17,113,185.21666666666667,91.73471903220728,16.019469026548673,16.3,34.44005,-122.46395,34.4382,-123.46427,east,west,east->west,1,quality_ok,1
219254000_seg00087,219254000,2021-02-13 01:25:17,2021-02-13 02:40:28,44,75.18333333333334,23.988724252844925,10.345454545454546,10.5,34.72672,-122.46022,34.91364,-122.59143,east,corner_east_north,east->corner_east_north,0,points<80,0
219254000_seg00088,219254000,2021-02-28 08:59:55,2021-02-28 10:16:25,67,76.5,28.920186569640993,12.202985074626866,12.5,34.91655,-122.62726,34.69568,-122.46,north,east,north->east,0,points<80,0
431792000_seg00089,431792000,2021-02-13 02:05:56,2021-02-13 06:41:07,231,275.18333333333334,91.88341484121459,10.887878787878787,12.3,34.59043,-123.46335,34.52658,-122.46297,west,east,west->east,1,quality_ok,1
215137000_seg00090,215137000,2021-02-13 08:59:53,2021-02-13 09:11:10,12,11.283333333333333,5.390852721657141,15.475,15.5,34.91737,-122.51646,34.89955,-122.46148,corner_east_north,corner_east_north,corner_east_north->corner_east_north,0,points<80,0
477845600_seg00091,477845600,2021-02-14 13:52:41,2021-02-14 14:17:59,24,25.3,12.060816307163188,15.4375,15.6,34.42586,-123.46197,34.42424,-123.33049,west,west,west->west,0,points<80,0
477845600_seg00092,477845600,2021-02-14 15:00:04,2021-02-14 17:08:42,120,128.63333333333333,59.887906980687674,15.078333333333335,15.8,34.42546,-123.11521,34.4176,-122.46237,interior,east,interior->east,1,rare_route_filtered,0
477845600_seg00093,477845600,2021-02-14 19:55:16,2021-02-14 19:55:16,1,0.0,0.0,15.4,15.4,34.42423,-123.32894,34.42423,-123.32894,west,west,west->west,0,points<80,0
219199000_seg00094,219199000,2021-02-14 23:25:15,2021-02-15 02:52:45,192,207.5,93.95233106679842,14.661458333333334,15.3,34.89575,-123.4644,34.71443,-122.45934,corner_north_west,east,corner_north_west->east,1,rare_route_filtered,0
565747000_seg00095,565747000,2021-02-15 04:52:04,2021-02-15 08:22:38,187,210.56666666666666,91.68475227836949,14.114973262032086,14.8,34.44349,-123.46287,34.42599,-122.46337,west,east,west->east,1,quality_ok,1
636018604_seg00096,636018604,2021-02-15 13:12:51,2021-02-15 18:03:47,253,290.93333333333334,93.04476582182946,10.64505928853755,14.6,34.82488,-123.46315,34.6672,-122.46303,corner_north_west,east,corner_north_west->east,1,rare_route_filtered,0
311000224_seg00097,311000224,2021-02-16 05:12:46,2021-02-16 09:02:25,201,229.65,92.3298250823895,13.035820895522388,13.6,34.34029,-123.46529,34.36913,-122.4601,corner_south_west,east,corner_south_west->east,1,rare_route_filtered,0
353594000_seg00098,353594000,2021-02-16 10:23:59,2021-02-16 14:22:30,208,238.51666666666668,91.96326074067312,12.471153846153847,13.2,34.30231,-123.46372,34.34259,-122.46349,corner_south_west,corner_east_south,corner_south_west->corner_east_south,1,rare_route_filtered,0
353594000_seg00099,353594000,2021-02-22 07:12:43,2021-02-22 09:58:55,146,166.2,53.85091989576875,10.484246575342466,11.1,34.37263,-122.46303,34.36642,-123.04971,east,south,east->south,1,rare_route_filtered,0
566958000_seg00100,566958000,2021-02-17 19:02:09,2021-02-17 21:59:09,165,177.0,59.405969033514964,10.853939393939394,11.3,34.43947,-123.46487,34.43624,-122.8171,west,interior,west->interior,1,rare_route_filtered,0
566958000_seg00101,566958000,2021-03-14 15:29:30,2021-03-14 18:06:12,144,156.7,91.70743264608612,18.960416666666664,19.2,34.5895,-122.46559,34.64166,-123.46573,east,west,east->west,1,quality_ok,1
215346000_seg00102,215346000,2021-02-18 17:05:28,2021-02-18 20:01:10,162,175.7,93.1670000422215,17.15864197530864,17.7,34.82742,-123.46433,34.65902,-122.46547,corner_north_west,east,corner_north_west->east,1,rare_route_filtered,0
338926444_seg00103,338926444,2021-02-20 21:44:44,2021-02-20 21:44:44,1,0.0,0.0,15.4,15.4,34.79921,-123.05183,34.79921,-123.05183,interior,interior,interior->interior,0,points<80,0
215197000_seg00104,215197000,2021-02-24 04:41:11,2021-02-24 07:05:35,136,144.4,92.26604454437151,20.728676470588233,21.8,34.35059,-122.45983,34.29648,-123.46242,corner_east_south,corner_south_west,corner_east_south->corner_south_west,1,rare_route_filtered,0
538008922_seg00105,538008922,2021-02-25 19:58:58,2021-02-26 00:23:59,225,265.01666666666665,50.07201573756103,6.651111111111111,12.6,34.66925,-123.46643,34.27172,-123.20984,west,south,west->south,1,rare_route_filtered,0
311000923_seg00106,311000923,2021-02-26 19:40:27,2021-02-26 22:08:45,137,148.3,78.7214888906537,17.227737226277373,18.0,34.91785,-123.29673,34.743,-122.46097,north,east,north->east,1,quality_ok,1
538007610_seg00107,538007610,2021-02-26 20:29:07,2021-02-26 21:57:01,80,87.9,49.71229626910379,18.51875,19.1,34.91508,-122.98565,34.79067,-122.46237,north,east,north->east,1,quality_ok,1
538007610_seg00108,538007610,2021-03-06 04:40:41,2021-03-06 05:53:10,68,72.48333333333333,42.94378028894064,19.183823529411764,19.7,34.81873,-122.46012,34.91758,-122.91515,east,north,east->north,0,points<80,0
563066200_seg00109,563066200,2021-02-27 20:01:56,2021-02-28 00:00:05,176,238.15,76.83584895798673,10.563068181818181,12.1,34.5995,-123.46456,34.51335,-122.63207,west,interior,west->interior,1,rare_route_filtered,0
563066200_seg00110,563066200,2021-02-28 05:38:56,2021-02-28 06:14:56,5,36.0,12.35414985518877,11.32,11.6,34.51294,-122.62888,34.50519,-122.49438,interior,east,interior->east,0,points<80,0
477410500_seg00111,477410500,2021-02-27 21:19:49,2021-02-27 23:47:39,131,147.83333333333334,57.995558375912736,12.686259541984734,13.2,34.9144,-122.69258,34.42897,-122.46063,north,east,north->east,1,quality_ok,1
369207000_seg00112,369207000,2021-02-28 17:50:11,2021-02-28 18:00:00,10,9.816666666666666,5.97014391849018,22.02,22.2,34.58628,-123.46021,34.56836,-123.39874,west,west,west->west,0,points<80,0
369207000_seg00113,369207000,2021-02-28 18:00:07,2021-02-28 20:08:52,120,128.75,89.26127092253992,22.476666666666667,23.0,34.56614,-123.39106,34.31874,-122.46505,west,corner_east_south,west->corner_east_south,1,rare_route_filtered,0
563090400_seg00114,563090400,2021-03-02 23:24:02,2021-03-03 02:02:21,139,158.31666666666666,91.96460799860222,18.92302158273381,20.1,34.45982,-123.4659,34.46342,-122.46281,west,east,west->east,1,quality_ok,1
563090400_seg00115,563090400,2021-03-22 05:29:46,2021-03-22 08:01:05,140,151.31666666666666,91.92559699659085,19.702857142857145,20.2,34.47366,-122.45995,34.46205,-123.4626,east,west,east->west,1,quality_ok,1
353590000_seg00116,353590000,2021-03-03 06:19:55,2021-03-03 07:17:38,29,57.71666666666667,34.66719826764176,19.541379310344833,19.7,34.67123,-122.46379,34.7254,-122.83723,east,interior,east->interior,0,points<80,0
353590000_seg00117,353590000,2021-03-03 07:46:55,2021-03-03 07:46:55,1,0.0,0.0,19.8,19.8,34.75332,-123.02942,34.75332,-123.02942,interior,interior,interior->interior,0,points<80,0
431552000_seg00118,431552000,2021-03-04 18:10:41,2021-03-04 18:32:05,20,21.4,9.46541328196507,14.375,14.5,34.91758,-122.55786,34.88923,-122.45999,corner_east_north,corner_east_north,corner_east_north->corner_east_north,0,points<80,0
477166300_seg00119,477166300,2021-03-05 17:14:09,2021-03-05 17:37:52,23,23.716666666666665,13.381482770448814,18.382608695652173,18.6,34.91703,-122.60129,34.87512,-122.46375,corner_east_north,corner_east_north,corner_east_north->corner_east_north,0,points<80,0
215165000_seg00120,215165000,2021-03-08 17:11:58,2021-03-08 17:11:58,1,0.0,0.0,18.1,18.1,34.7109,-123.19948,34.7109,-123.19948,interior,interior,interior->interior,0,points<80,0
215165000_seg00121,215165000,2021-03-08 18:14:05,2021-03-08 19:08:47,22,54.7,32.52318241909807,19.181818181818183,19.8,34.6604,-122.81132,34.6124,-122.46065,interior,east,interior->east,0,points<80,0
431080000_seg00122,431080000,2021-03-12 19:41:46,2021-03-12 22:43:46,103,182.0,91.66051547980616,16.292233009708738,16.6,34.41792,-123.46052,34.41539,-122.46128,west,east,west->east,1,quality_ok,1
563122700_seg00123,563122700,2021-03-13 05:47:08,2021-03-13 09:49:38,211,242.5,92.1467829683171,12.293838862559241,12.7,34.48429,-123.46379,34.42778,-122.46111,west,east,west->east,1,quality_ok,1
636020456_seg00124,636020456,2021-03-13 10:10:38,2021-03-13 13:08:08,156,177.5,61.18200343750718,11.18525641025641,11.8,34.91696,-123.10481,34.76669,-122.45989,north,east,north->east,1,quality_ok,1
255806335_seg00125,255806335,2021-03-14 05:57:17,2021-03-14 08:29:48,138,152.51666666666668,92.45181924998568,19.64927536231884,20.0,34.61885,-122.46007,34.7324,-123.46161,east,west,east->west,1,quality_ok,1
477271400_seg00126,477271400,2021-03-14 13:13:40,2021-03-14 13:21:58,8,8.3,2.5956516958130247,10.1125,10.2,34.91608,-122.48706,34.90705,-122.46081,corner_east_north,corner_east_north,corner_east_north->corner_east_north,0,points<80,0
