traj_id,point_idx,lat,lon,sog,cog
0,0,46.21176,-123.78204,8.7,242.5
0,1,46.208504754098364,-123.7910124590164,8.114754098360656,242.45737704918034
0,2,46.206324262295084,-123.7973206557377,9.368852459016393,242.45737704918034
0,3,46.19493532258065,-123.83146548387096,9.93225806451613,258.92419354838705
0,4,46.19455913043478,-123.83544666666667,9.9,263.7260869565217
0,5,46.19085387096774,-123.88595483870968,12.433870967741935,264.0354838709677
0,6,46.19025524590164,-123.8958986885246,13.014754098360656,265.6344262295082
0,7,46.189967894736846,-123.90108578947368,13.30263157894737,266.5447368421053
0,8,46.1899047368421,-123.90665947368421,13.381578947368421,273.88684210526316
0,9,46.19075085714286,-123.91198828571429,13.4,284.93142857142857
0,10,46.192239436619715,-123.91683816901408,13.349295774647889,299.07887323943663
0,11,46.19658786885246,-123.92544803278687,13.573770491803279,310.4622950819672
0,12,46.2016268852459,-123.93326459016393,13.39016393442623,314.34262295081965
0,13,46.206586470588235,-123.94099411764705,13.323529411764707,312.9647058823529
0,14,46.21178770491804,-123.94905213114754,13.7,312.8590163934426
0,15,46.21677081967213,-123.95685672131148,13.311475409836067,312.82295081967214
0,16,46.22184950819672,-123.96471114754098,13.2,312.8262295081967
0,17,46.226668852459014,-123.97233327868852,13.029508196721311,312.6819672131148
0,18,46.23172606557377,-123.98011885245901,12.939344262295082,312.6786885245902
0,19,46.23655950819672,-123.98763737704918,12.9,312.1819672131148
0,20,46.24138580645162,-123.9952720967742,12.875806451612904,312.3903225806452
0,21,46.246249999999996,-124.00279499999999,12.7,313.41
0,22,46.25107590163935,-124.01008262295082,12.708196721311475,312.6655737704918
0,23,46.25482435483871,-124.01851032258064,12.408064516129032,300.908064516129
0,24,46.258465,-124.02714363636365,12.5,300.04545454545456
0,25,46.26004202531646,-124.03641,11.943037974683545,271.04556962025316
0,26,46.25924655737705,-124.0457713114754,11.791803278688525,258.06229508196725
0,27,46.25790896103896,-124.05515597402598,11.759740259740258,258.57142857142856
0,28,46.256741803278686,-124.0643693442623,11.52295081967213,258.44590163934424
0,29,46.25551475409836,-124.0732555737705,11.1,256.41147540983604
0,30,46.253481666666666,-124.08148242424242,10.962121212121213,247.66363636363639
0,31,46.2520946875,-124.08534046875,10.9296875,238.971875
0,32,46.25004163934426,-124.08843540983607,10.926229508196721,222.6032786885246
0,33,46.20682892307692,-124.14919907692307,11.307692307692308,208.13076923076923
0,34,46.20078625,-124.15155,10.137500000000001,167.3875
0,35,46.195465937499996,-124.14815609374999,10.5109375,160.45
0,36,46.19139754098361,-124.14933016393442,7.688524590163935,242.38360655737705
0,37,46.19213142857143,-124.154739,7.718571428571429,296.8
0,38,46.19428901639344,-124.16062868852458,8.929508196721311,298.2426229508197
0,39,46.195505409836066,-124.16381393442623,9.257377049180327,302.5704918032787
0,40,46.21568064516129,-124.20510629032258,8.87741935483871,305.35161290322577
0,41,46.2172553030303,-124.20817242424242,9.462121212121211,306.9878787878788
0,42,46.23177803278689,-124.23403147540984,10.12622950819672,313.2065573770492
0,43,46.24616685714285,-124.2527977142857,10.222857142857142,322.50571428571425
0,44,46.29835294117647,-124.3052369117647,10.986764705882353,324.2279411764706
0,45,46.39375428571429,-124.39309214285714,9.414285714285715,323.6571428571429
0,46,46.3999335483871,-124.39965129032258,8.858064516129032,323.86129032258066
0,47,46.43469540983607,-124.43599868852459,9.450819672131148,324.3262295081967
0,48,46.456195671641794,-124.45813477611941,8.52089552238806,325.2029850746269
0,49,46.460078524590166,-124.46216262295081,8.618032786885246,324.72131147540983
0,50,46.47663524590164,-124.4794006557377,8.770491803278688,323.8032786885246
0,51,46.52832333333333,-124.53439999999999,9.066666666666666,322.3333333333333
0,52,46.54940903225807,-124.5560970967742,8.238709677419354,323.3870967741936
0,53,46.55322588235294,-124.5602605882353,8.411764705882353,326.8588235294118
0,54,46.55724885245902,-124.56385704918033,9.054098360655738,332.65081967213115
0,55,46.63885101265823,-124.62639582278481,9.543037974683545,328.20506329113925
0,56,46.666561392405065,-124.65207873417721,8.458227848101266,325.7721518987342
0,57,46.670496229508196,-124.6556986885246,8.304918032786885,328.92622950819674
0,58,46.67461887096774,-124.65947838709677,8.974193548387097,327.53548387096777
0,59,46.695518709677415,-124.67856483870968,8.558064516129033,330.43870967741935
0,60,46.69959171428572,-124.68220771428571,8.817142857142857,328.27142857142854
0,61,46.70353391304347,-124.68584782608696,8.295652173913044,328.26521739130436
0,62,46.7075938028169,-124.68924647887324,8.923943661971832,329.7676056338028
1,0,46.71002,-124.764,12.7,159.7
1,1,46.55435333333333,-124.68214,12.8,159.4037037037037
1,2,46.547696521739134,-124.67851782608696,12.873913043478261,159.48260869565217
1,3,46.54094957142857,-124.67486442857142,12.9,159.52
1,4,46.53426838709677,-124.6713135483871,12.880645161290323,159.59354838709677
1,5,46.52761223880597,-124.66783134328358,12.786567164179106,160.0328358208955
1,6,46.51429262295082,-124.66087049180328,12.88360655737705,161.78688524590163
1,7,46.50750528571429,-124.65719357142858,12.624285714285715,155.79428571428573
